tSNE1	tSNE2	Type	Embryo	APcluster	Merge_Type	APcluster_Merge
HE8W_EVT_sc436	8.47275578665525	-17.8196946502921	HE8W_EVT	E8	7	EVT_8W	7
HE8W_EVT_sc437	2.21758182968836	-0.180317948137573	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc438	6.30805997387355	-8.2544827713089	HE8W_EVT	E8	10	EVT_8W	7
HE8W_EVT_sc439	1.41816493269862	-2.8336028384043	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc44	0.0295984428457356	-22.6558561419692	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc440	1.37846824475742	-2.7484641028844	HE8W_EVT	E8	9	EVT_8W	8
HE8W_EVT_sc45	-1.04157625613319	-22.7035566079737	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc46	1.07070529888783	-7.55063420302464	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc47	-0.824345236807934	-23.2613706492938	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc48	1.47463919577805	-7.82008659424694	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc49	1.15564350652479	-9.51263080394689	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc5	1.2171200249403	-10.6652662892	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc50	2.02201055721894	-21.8390815977922	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc51	1.50127227879089	-8.80806583117865	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc52	0.469315004537902	-22.5832984162525	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc53	1.36547351417266	-22.6484111550302	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc54	0.178395065760148	-23.2122754438273	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc56	1.25594603625291	-9.32706619620877	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc57	-1.08355699508369	-21.6850146178079	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc58	2.54189489709735	-20.9855342474769	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc59	1.29020502643639	-7.78115691364511	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc6	-0.461380870786263	-9.39285569812898	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc60	1.76729752576913	-10.9152199419924	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc61	-1.15106558208535	-10.6497704584054	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc62	1.68834326135516	-21.8116720461482	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc63	0.684953464766163	-22.6946288485975	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc64	2.30387281236368	-21.5527845772604	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc65	-0.662065754705364	-25.8695707212278	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc66	1.30435007308847	-26.6950843465467	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc67	-0.376245707107515	-26.5230357884287	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc68	4.38421253290359	-23.4996957824629	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc69	-0.048838101599579	-20.7581614011708	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc7	1.04760760655542	-8.35660065324194	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc70	3.33023921826308	-26.3327386862965	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc71	1.60459030614543	-24.3842610690313	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc72	-2.61055589236836	-4.55066817149455	HE8W_EVT	E1	10	EVT_8W	7
HE8W_EVT_sc73	-0.196072802000215	-21.7079787087798	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc74	1.6786439282007	-25.7642859027432	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc75	-1.51254154699961	-7.14571891471698	HE8W_EVT	E1	10	EVT_8W	7
HE8W_EVT_sc76	-0.430142574979041	-25.9923171976048	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc77	2.26469355976929	-26.8482310412718	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc78	1.69738937811342	-25.8657436222798	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc79	-1.76563964670101	-24.6117555307495	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc8	1.98423741418829	-19.7297684315552	HE8W_EVT	E3	11	EVT_8W	11
HE8W_EVT_sc80	3.79648491204488	-18.9016483563401	HE8W_EVT	E1	7	EVT_8W	7
HE8W_EVT_sc81	-1.39712993883442	-7.44148022484809	HE8W_EVT	E1	10	EVT_8W	7
HE8W_EVT_sc82	3.81370758133983	-26.5676672655942	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc83	0.0381455783708778	-26.9064410738378	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc84	1.63892337987018	-25.2834581599082	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc85	4.06685942549465	-24.5206930452661	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc86	0.303450347808407	-26.2720135638474	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc87	-2.25864947945225	-4.368091859911	HE8W_EVT	E1	10	EVT_8W	7
HE8W_EVT_sc88	-0.725844102400718	-26.1282759205775	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc89	2.86822601431981	-26.769166186655	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc9	1.10332195487455	-7.07050111811757	HE8W_EVT	E3	10	EVT_8W	7
HE8W_EVT_sc90	-0.24461503830138	-26.5837878334257	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc91	3.68415435248338	-26.1453433394321	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc92	2.03226636955074	-27.2494903984845	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc93	0.969634259342521	-32.4726958765156	HE8W_EVT	E1	1	EVT_24W	1
HE8W_EVT_sc94	-0.465478323284602	-24.4400507427396	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc95	3.26140733611049	-22.4202094194095	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc96	0.546647401687827	-23.8626024720718	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc97	1.08461801645138	-26.2744317839788	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc98	1.33854935694427	-24.4720361395023	HE8W_EVT	E1	11	EVT_8W	11
HE8W_EVT_sc99	-0.595064432414846	-24.4439870204431	HE8W_EVT	E1	11	EVT_8W	11
HE8W_STB_sc1	27.0177874700502	10.1809688199208	HE8W_STB	E2	12	STB	12
HE8W_STB_sc11	25.7790664862163	9.79146112361952	HE8W_STB	E2	12	STB	12
HE8W_STB_sc12	25.294551818699	10.223232391057	HE8W_STB	E2	12	STB	12
HE8W_STB_sc13	26.4893146976035	9.40493808047798	HE8W_STB	E2	12	STB	12
HE8W_STB_sc14	25.68707991193	9.97629773327412	HE8W_STB	E2	12	STB	12
HE8W_STB_sc15	26.5828047015108	10.5119432801844	HE8W_STB	E2	12	STB	12
HE8W_STB_sc16	26.4663051850257	10.5863846111173	HE8W_STB	E2	12	STB	12
HE8W_STB_sc17	27.4210173560652	9.52557717193232	HE8W_STB	E2	12	STB	12
HE8W_STB_sc18	26.6915230983152	10.5988535115293	HE8W_STB	E2	12	STB	12
HE8W_STB_sc19	26.8095099224574	9.43479133834986	HE8W_STB	E2	12	STB	12
HE8W_STB_sc2	28.0800143920419	9.67007152617433	HE8W_STB	E2	12	STB	12
HE8W_STB_sc20	26.8582239527971	9.67314602328303	HE8W_STB	E2	12	STB	12
HE8W_STB_sc21	26.3346235359807	10.8399948192719	HE8W_STB	E2	12	STB	12
HE8W_STB_sc22	26.2543349098629	9.82676484210669	HE8W_STB	E2	12	STB	12
HE8W_STB_sc23	26.119332571967	10.8314207332002	HE8W_STB	E2	12	STB	12
HE8W_STB_sc24	26.8614762307454	10.3379330463255	HE8W_STB	E2	12	STB	12
HE8W_STB_sc25	26.3590939030096	9.42841745925839	HE8W_STB	E2	12	STB	12
HE8W_STB_sc26	26.8875111335296	10.21177994628	HE8W_STB	E2	12	STB	12
HE8W_STB_sc27	26.2531175164741	10.6822041121315	HE8W_STB	E2	12	STB	12
HE8W_STB_sc28	27.6781358127295	9.10120511841737	HE8W_STB	E2	12	STB	12
HE8W_STB_sc29	26.3007215146098	10.0140694819051	HE8W_STB	E2	12	STB	12
HE8W_STB_sc3	26.0810823420945	11.3173046334815	HE8W_STB	E2	12	STB	12
HE8W_STB_sc30	26.5105263376715	9.63176301404649	HE8W_STB	E2	12	STB	12
HE8W_STB_sc31	27.5693193180274	10.0098531155834	HE8W_STB	E2	12	STB	12
HE8W_STB_sc34	24.8592477567311	11.9523848369688	HE8W_STB	E3	12	STB	12
HE8W_STB_sc35	23.5030262922263	11.52766451599	HE8W_STB	E3	12	STB	12
HE8W_STB_sc36	25.1651980820689	13.6118371811987	HE8W_STB	E3	12	STB	12
HE8W_STB_sc37	23.5075992345366	11.8378820426728	HE8W_STB	E3	12	STB	12
HE8W_STB_sc38	25.0083306537276	14.461111043187	HE8W_STB	E3	12	STB	12
HE8W_STB_sc39	1.84290451528609	-14.0323254396991	HE8W_STB	E3	7	EVT_8W	7
HE8W_STB_sc4	27.5426610919533	9.87335836399127	HE8W_STB	E2	12	STB	12
HE8W_STB_sc40	23.695052672188	14.408496343279	HE8W_STB	E3	12	STB	12
HE8W_STB_sc41	25.341480362323	12.3285786123141	HE8W_STB	E3	12	STB	12
HE8W_STB_sc42	24.693956372226	13.9805126358216	HE8W_STB	E3	12	STB	12
HE8W_STB_sc43	25.0972333128513	14.057406799111	HE8W_STB	E3	12	STB	12
HE8W_STB_sc44	24.3766348225748	12.976930887756	HE8W_STB	E3	12	STB	12
HE8W_STB_sc45	24.0948161227615	13.8197443649876	HE8W_STB	E3	12	STB	12
HE8W_STB_sc46	23.3695492913785	11.3671359974568	HE8W_STB	E3	12	STB	12
HE8W_STB_sc47	25.1944391204628	12.8788636296248	HE8W_STB	E3	12	STB	12
HE8W_STB_sc49	25.0169190034679	13.3501004779319	HE8W_STB	E3	12	STB	12
HE8W_STB_sc5	26.9492860845459	10.062632480908	HE8W_STB	E2	12	STB	12
HE8W_STB_sc50	25.3263394334179	12.4269218342756	HE8W_STB	E3	12	STB	12
HE8W_STB_sc51	24.6463676897632	12.9932657922817	HE8W_STB	E3	12	STB	12
HE8W_STB_sc52	24.9699916042901	13.6019363075499	HE8W_STB	E3	12	STB	12
HE8W_STB_sc53	0.676634646543005	-11.977755423303	HE8W_STB	E3	10	EVT_8W	7
HE8W_STB_sc55	24.4440964821285	14.4527812770209	HE8W_STB	E3	12	STB	12
HE8W_STB_sc56	23.2794490810962	13.560049974468	HE8W_STB	E3	12	STB	12
HE8W_STB_sc57	24.2622795415326	12.8761072411398	HE8W_STB	E3	12	STB	12
HE8W_STB_sc58	24.6689339633073	13.6849232385352	HE8W_STB	E3	12	STB	12
HE8W_STB_sc59	1.29517283332353	-11.7906512771878	HE8W_STB	E3	10	EVT_8W	7
HE8W_STB_sc6	27.5706468433159	9.79221898210561	HE8W_STB	E2	12	STB	12
HE8W_STB_sc60	24.8271361863398	12.8995089418818	HE8W_STB	E3	12	STB	12
HE8W_STB_sc61	24.8005055705829	12.9633106729631	HE8W_STB	E3	12	STB	12
HE8W_STB_sc63	24.8566990685195	14.2295950367593	HE8W_STB	E3	12	STB	12
HE8W_STB_sc64	24.2468376013856	13.7132437393122	HE8W_STB	E3	12	STB	12
HE8W_STB_sc7	28.1952868287217	9.58966206458567	HE8W_STB	E2	12	STB	12
HE8W_STB_sc8	27.9713049442301	9.81500692511189	HE8W_STB	E2	12	STB	12
HE8W_STB_sc9	26.3280017800128	10.0094922545036	HE8W_STB	E2	12	STB	12
HE8W_STR1_sc1	-14.435340411666	-17.5398972556731	HE8W_STR	E1	13	Blood	13
HE8W_STR1_sc10	-25.3239299894996	5.95982242015764	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc13	-9.80488010531277	30.2573541266262	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc14	-9.91859372499601	30.081361446902	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc15	-14.9241171936085	-17.4697262390283	HE8W_STR	E1	13	Blood	13
HE8W_STR1_sc16	-12.5034553623782	28.9188881912042	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc17	-24.7538666707066	4.12104877276582	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc18	-15.6991798099722	6.36625006293183	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc19	-19.2410146189864	2.70721701277879	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc2	-15.8044984296858	6.70415335644514	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc21	-27.194969919131	4.92596001387612	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc22	-24.8557657172449	3.95205534090936	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc24	-23.4938524697287	7.19013955756806	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc26	-20.0627141011156	2.74704960385016	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc27	-10.4910057168255	28.8321667667006	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc28	-14.7683705498052	10.3152129418889	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc29	-8.42853742512528	29.1660457197292	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc3	-10.4120574586474	29.2772527466546	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc30	-12.4391990884711	28.7466821287443	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc31	-15.9687783497342	6.25301361817374	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc38	-24.5062802945631	4.81092541482393	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc39	-14.6889739742963	10.4295157643996	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc4	24.676125967166	11.2564716788957	HE8W_STR	E1	12	STB	12
HE8W_STR1_sc40	-12.3030450684997	28.3571522144746	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc42	-15.1171062932462	10.1669818052078	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc43	-25.6623761694989	9.09678636569727	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc44	-10.0842443168178	29.5074688138873	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc45	-20.7895661117385	3.44440362474081	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc46	-20.9967823810887	8.11594471544647	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc47	-21.2544441223194	5.1857758692417	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc48	-15.0690261373475	6.32304291068623	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc49	-14.277506103005	-17.3425407396524	HE8W_STR	E1	13	Blood	13
HE8W_STR1_sc5	-8.44088252743132	29.6664899833637	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc50	-19.2195776550695	1.79645412346579	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc51	-8.64875446364143	29.5346679639222	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc52	-15.1688097311287	6.24118938452324	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc53	-24.8141727819946	7.65950888764939	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc54	-24.974630804313	4.34024024531571	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc55	-15.4927868087634	6.8899878614438	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc56	-15.1382517179107	7.84018929513185	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc57	-20.8971050249319	4.33846523192677	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc59	-12.2906731259808	28.6945740622398	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc6	-9.97059750480686	29.1541633353303	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc61	-15.1032406310441	-16.9006722290966	HE8W_STR	E1	13	Blood	13
HE8W_STR1_sc62	-9.79256764132059	29.2940042023518	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc63	-15.5639437160426	8.80685634419264	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc65	-9.70230034863034	30.4928875093254	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc67	-21.3395753591325	5.31095306617659	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc68	-19.1056472443244	1.91803290167253	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc69	-14.3903928970188	8.64683029076418	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc7	-9.37883032283709	29.4994731052527	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc71	-20.3321257561384	4.11689030410775	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc73	-15.2296701954567	6.39097327677511	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc75	-15.7579471370459	6.7397594606461	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc76	-20.1172065265982	1.91244406921977	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc77	-14.8592340154553	7.77221679734259	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc78	-12.4507369575294	28.8979653569955	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc79	-20.3612548450594	4.68644583736939	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc8	-9.33022850564418	29.5298178261357	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc80	-13.3018889320492	22.8516744278168	HE8W_STR	E1	16	Mes	16
HE8W_STR1_sc81	-15.7064299137603	8.24982206252638	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc86	-12.4508530447272	28.6609411570328	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc87	-12.444779019974	28.6682600292619	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc88	-15.3214592198371	9.02406342972754	HE8W_STR	E1	15	Marc	15
HE8W_STR1_sc89	-25.7782766415655	5.84671060763741	HE8W_STR	E1	5	Marc	5
HE8W_STR1_sc9	-12.3872709324195	28.7689584029205	HE8W_STR	E1	17	Mes	17
HE8W_STR1_sc90	-26.0935973218953	4.96176638407647	HE8W_STR	E1	5	Marc	5
HE8W_STR_sc100	-15.2407852777686	-16.9346720792685	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc101	-18.1058946926467	-16.9636485700993	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc102	-17.1767037509236	-16.7426788740359	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc103	-17.5990983552456	-15.0225367649371	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc104	-16.3528832666513	-17.5229085440256	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc105	-16.9023689628829	-17.0264038170555	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc106	-15.7366111423605	-16.8118531117553	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc109	-18.1305013790984	-14.8539971839958	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc110	-16.8119765640906	-15.3743888440421	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc112	-15.7419944000027	-17.1572037763059	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc113	-19.0426259869863	-13.4326787257738	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc115	-16.9920396919887	-15.9561903604307	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc116	-17.1956849401707	-15.3406859237855	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc117	-17.4553478204199	-17.1410189019866	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc118	-16.7232137366511	-16.2092390892101	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc119	-16.1336353404084	-17.1144358510921	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc120	-15.5721461255451	-17.0931484876424	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc121	-18.0943152135007	-15.4463240361607	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc123	-14.2964412012194	-14.3586708830327	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc124	-20.3785536168774	-12.8987403688277	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc125	-16.6988415931153	-16.3112755911694	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc126	-19.7844607684972	-13.0491057352194	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc127	-17.0721578564456	-17.742640397291	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc128	-15.8329156899905	-17.825266529664	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc129	-20.1565000229439	-12.855265293317	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc131	-16.5330397847264	-16.529841818885	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc132	-16.0258892767705	-1.93247830133482	HE8W_STR	E6	15	Marc	15
HE8W_STR_sc133	-19.663790927458	-12.9614804629683	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc134	-16.4647158776546	-17.7914471569648	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc135	-15.7307795981899	-17.3058430289752	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc136	-20.3869651877544	-12.9833414667361	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc137	-16.7875914423227	-16.2420956860216	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc138	-18.7338794469613	-15.2452561162471	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc139	-20.8588591903422	-13.0992779306831	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc140	-20.5457390770671	-12.736238781542	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc141	-20.8013408191599	-12.5040504666488	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc142	-18.1050243987554	-14.2186470130041	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc143	-19.9213942140333	-12.1515116370441	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc144	-16.8761385059415	-17.9110335576085	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc145	-15.9123217378477	-1.83581393078646	HE8W_STR	E6	15	Marc	15
HE8W_STR_sc146	-19.5977272727858	-15.2799240306391	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc147	-19.5719493690665	-16.1330483626393	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc148	-20.5090420604922	-13.2549003555571	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc149	-19.40498690736	-16.1599600525286	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc150	-18.0701106874864	-16.2063337282642	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc151	-19.204869615764	-17.4650954300152	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc152	-16.0837140931666	-17.5856418815141	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc153	-20.3802033786184	-15.8609409095873	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc154	-20.4660977392356	-15.2309332377497	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc155	-19.464278720578	-16.2364382201539	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc156	-20.1885261465384	-16.3233667944192	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc157	-20.1552561562451	-15.8475870468286	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc158	-17.092484846154	-17.0010034204609	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc159	-20.0821658509463	-11.9626553087404	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc161	-15.314284086471	-18.1421851162903	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc162	-20.346543490841	-12.4187126596395	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc163	-17.0032386375406	-17.7412439812316	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc164	-16.6941598386825	-17.423891166393	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc165	-19.2419384529429	-16.0287803972892	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc166	-20.6921338038812	-12.5447583400389	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc167	-18.9330934509768	-16.727964005996	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc168	-18.2731046171686	-16.7299516686081	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc169	-20.5067763006382	-11.863438840683	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc170	-17.8318721684781	-17.3040234576901	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc171	-20.4503110772261	-15.9478075938345	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc172	-14.3165043920224	-14.2938351943357	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc173	-14.3107269022515	-14.3030990523206	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc174	-19.8355638153679	-15.0163040691043	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc175	-19.4667740606557	-15.1880597956484	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc176	-19.097487234571	-15.164578433149	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc177	-18.8293863638764	-16.1680889934362	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc178	-17.2788811981584	-17.9254334268632	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc179	17.1483349650455	15.0258409531606	HE8W_STR	E6	3	CTB	3
HE8W_STR_sc180	-16.2004615349638	-1.59744260383789	HE8W_STR	E6	15	Marc	15
HE8W_STR_sc181	-15.712371317362	-11.3425832500736	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc182	-20.444245735184	-12.5173291491096	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc183	-15.7227640522049	-11.3587539208317	HE8W_STR	E6	13	Blood	13
HE8W_STR_sc184	1.26256759938172	22.2416217105532	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc185	-16.5897259070299	21.5975304298725	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc186	-17.9340885604177	-11.6070351701424	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc187	-18.2566259069271	11.2114494271196	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc188	3.98922976710636	11.2076333036792	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc189	-0.354166286240681	16.7514936811022	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc191	-16.8742037295367	-0.288514881803149	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc192	4.70670467170292	9.98760572020353	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc193	5.06909639544903	8.75996129281658	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc195	4.82448857781738	-4.1914844957474	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc197	-18.5712048514229	-19.0617446023038	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc198	-11.7634193279441	31.1838187867208	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc200	-18.234570200214	11.6256366295225	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc201	-27.2452483005807	10.7052986581529	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc202	17.7822987523248	20.4066693511471	HE8W_STR	E7	3	CTB	3
HE8W_STR_sc203	3.52398940207752	10.1738538769522	HE8W_STR	E7	8	EVT_8W	8
